Exercise,Category,BodyPart,Equipment,Difficulty,Stimulus-to-Fatigue,Expected Time,Hypertrophy Rating
Total Fitness Dumbbell Isometric Row Hold,Strength,Lats,Dumbbell,Intermediate,0.631784476,17.95181147,0.648265785
Dumbbell renegade row,Strength,Lats,Dumbbell,Intermediate,0.716152545,17.55837852,0.663333943
MetaBurn Bent-Over Row to Rear-Delt Raise,Strength,Lats,Dumbbell,Intermediate,0.558601824,16.22873058,0.565044298
FYR2 Bent-Over Reverse Fly,Strength,Lats,Dumbbell,Intermediate,0.657573834,16.11824049,0.591459844
Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.59424242,18.33224446,0.679928104
Dumbbell skier,Strength,Lower Back,Dumbbell,Intermediate,0.630700024,17.58894583,0.603003127
TBS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.60042161,18.44670036,0.68284656
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Strength,Lower Back,Dumbbell,Intermediate,0.661346166,17.34420852,0.583600419
UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.631773946,19.62529098,0.607628152
Holman Slow Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.617200594,16.48890824,0.565635462
Holman Deadlift to Overhead Press,Strength,Lower Back,Dumbbell,Intermediate,0.638513703,18.44940423,0.63161006
Holman Staggered-Stance Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.648188813,17.71353371,0.639669006
Holman Deadlift to Front Raise,Strength,Lower Back,Dumbbell,Intermediate,0.622990252,16.50690683,0.606135902
Holman Deadlift to Chest Press,Strength,Lower Back,Dumbbell,Intermediate,0.624866753,18.09031312,0.654993336
Holman Deadlift to Squat Thrust,Strength,Lower Back,Dumbbell,Intermediate,0.686525427,16.97769387,0.611369273
Holman Deadlift to Biceps Curl,Strength,Lower Back,Dumbbell,Intermediate,0.661962631,17.69705389,0.672461661
Dumbbell kickstand deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.611804306,18.18647725,0.665453743
Single-leg stiff-legged deadlift to row,Strength,Lower Back,Dumbbell,Intermediate,0.63646977,16.95534631,0.607351521
FYR2 Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,0.570990828,17.75006052,0.643882035
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Strength,Lower Back,Dumbbell,Intermediate,0.610593091,17.29029382,0.624540534
One-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.571483533,18.36336794,0.624114224
Incline dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,0.603602614,15.74689231,0.646540405
Bent Over Two-Dumbbell Row With Palms In,Strength,Middle Back,Dumbbell,Beginner,0.778829753,13.8674254,0.508745492
Man-maker,Strength,Middle Back,Dumbbell,Intermediate,0.635279248,18.15232655,0.613667309
Dumbbell bent-over row,Strength,Middle Back,Dumbbell,Intermediate,0.603834124,17.46137969,0.596469539
Middle Back Shrug,Strength,Middle Back,Dumbbell,Beginner,0.789350473,15.98129394,0.474830619
Dumbbell pull-over to skullcrusher,Strength,Middle Back,Dumbbell,Intermediate,0.608804848,17.44714302,0.57325889
Dumbbell Fix Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.629361716,19.70727722,0.630877197
Dumbbell Fix Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.658789561,17.83778516,0.693751392
Dumbbell Seal Row - Gethin Variation,Strength,Middle Back,Dumbbell,Intermediate,0.619032475,18.63274065,0.624859958
Decline dumbbell chest fly,Strength,Middle Back,Dumbbell,Intermediate,0.700927163,17.21294979,0.579695424
TBS Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.593420575,19.20575619,0.538168857
HM Alternating Bent-Over Quick Row,Strength,Middle Back,Dumbbell,Intermediate,0.623023127,16.55003825,0.673589892
HM Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.630438131,18.80326468,0.631743506
AM Single Arm Row,Strength,Middle Back,Dumbbell,Intermediate,0.63573421,18.19745971,0.627488318
Dumbbell stiff-legged deadlift,Strength,Middle Back,Dumbbell,Intermediate,0.605171725,17.49391022,0.687099973
Single-arm bench dumbbell row,Strength,Middle Back,Dumbbell,Intermediate,0.653378195,19.14308703,0.590960675
UN Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.635483817,17.8796271,0.646376087
UN Dumbbell RDL,Strength,Middle Back,Dumbbell,Intermediate,0.598099833,17.21860464,0.629981283
UN Chest Supported Row,Strength,Middle Back,Dumbbell,Intermediate,0.664719449,18.9100141,0.580438013
MetaBurn Bent-Over Renegade Row,Strength,Middle Back,Dumbbell,Intermediate,0.620815697,18.46885625,0.607414811
30 Back Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.651318135,17.85071779,0.583361464
30 Back Dumbbell Pull-Over,Strength,Middle Back,Dumbbell,Intermediate,0.614084745,18.21009179,0.599013483
30 Back Incline Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.708416274,17.84093251,0.725156574
30 Back Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate,0.667526698,18.41115003,0.688182356
30 Back Single-Arm Dumbbell Swing Row,Strength,Middle Back,Dumbbell,Intermediate,0.700288627,17.81659999,0.671275314
Standing dumbbell shrug,Strength,Traps,Dumbbell,Intermediate,0.599062086,14.44325459,0.609921355
Standing dumbbell upright row,Strength,Traps,Dumbbell,Intermediate,0.695536657,18.08892315,0.603772068
Dumbbell pull-over,Strength,Traps,Dumbbell,Intermediate,0.606256721,19.18957534,0.652596395
Standing Dumbbell Shrug - Gethin Variation,Strength,Traps,Dumbbell,Intermediate,0.607330106,17.89744779,0.578123375
Single-arm dumbbell row,Strength,Traps,Dumbbell,Intermediate,0.576749688,17.44467935,0.620895138
Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.61219117,16.32157364,0.657833369
Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate,0.677198815,18.26683587,0.593694866
Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,0.630887543,16.62326669,0.606800111
Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.712418495,16.94675211,0.604751739
Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate,0.64761912,16.99427404,0.689195915
Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate,0.651872578,18.97880193,0.673258453
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,0.583719679,17.31144153,0.610462029
Dumbbell Walking Lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.596122639,17.48805937,0.59193153
Dumbbell Squat To A Bench,Strength,Quadriceps,Dumbbell,Beginner,0.800903811,16.67053508,0.513321451
Dumbbell thruster,Strength,Quadriceps,Dumbbell,Intermediate,0.655064974,17.72513428,0.596878166
Dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,0.676322678,18.87331307,0.651228692
Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Beginner,0.781105995,15.94991893,0.495357696
Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate,0.594864915,18.27101636,0.580810453
Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner,0.770658726,17.68274502,0.494897967
Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner,0.750945842,14.03768926,0.472032797
Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner,0.834379189,13.87020485,0.446958926
Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner,0.798668811,17.36511107,0.549127252
Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,0.632973057,18.03623378,0.62223766
Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.60052852,18.03054833,0.685445343
Single-leg dumbbell Romanian deadlift,Strength,Quadriceps,Dumbbell,Intermediate,0.637343098,18.60839101,0.605530894
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.630490917,19.7518034,0.641257409
Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Dumbbell,Intermediate,0.611337372,18.05299171,0.610734039
Seesaw lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.694541848,16.92596868,0.584576134
FYR Dumbbell Front Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.69250776,17.7712371,0.6184892
Dumbbell split squat,Strength,Quadriceps,Dumbbell,Intermediate,0.650611576,18.70546937,0.559575421
Dumbbell deadlift,Strength,Quadriceps,Dumbbell,Intermediate,0.643804379,18.71472007,0.679894006
Single-arm stiff-legged deadlift,Strength,Quadriceps,Dumbbell,Intermediate,0.617757872,16.05249062,0.648332105
HM Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.670283506,16.32851044,0.565454037
HM Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.59544792,18.95104625,0.599451619
UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.562877337,18.99986956,0.618772676
Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate,0.594181336,16.78310117,0.653417345
KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,0.693292141,17.48003923,0.646319014
Holman Squat to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.716065734,17.61339077,0.560862868
Holman Burpee to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.592456619,17.34756249,0.605759437
Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.622775875,18.27179519,0.641722349
Holman Slow Weighted Plie Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.533739383,16.11657225,0.61683679
Holman Weighted Lunge Jump with Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.619858687,16.10043945,0.652712759
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.61539472,16.14505992,0.559699509
Holman Weighted Lunge Jump with Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.645465824,18.40470557,0.623256542
Holman Weighted Half Jack to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.611170779,18.28000467,0.64321703
Holman Weighted Half Jack to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.635311515,17.19803593,0.625810985
Holman 180 Jump to Renegade Side Raise,Strength,Quadriceps,Dumbbell,Intermediate,0.641244042,18.67571509,0.679861069
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.649605171,15.72067232,0.620762426
Holman Roll-Back to Squat Thrust to Renegade Row,Strength,Quadriceps,Dumbbell,Intermediate,0.658182096,17.05263129,0.618327753
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,0.686840936,18.16821138,0.577761857
Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Dumbbell,Intermediate,0.652577461,18.79521982,0.57669897
Holman Diagonal Deadlift,Strength,Quadriceps,Dumbbell,Intermediate,0.582169694,18.63360873,0.562963832
Holman Weighted Burpee to Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,0.585812918,17.84343369,0.584484581
Holman Squat Thrust Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.680632695,18.85567754,0.634781477
Holman Weighted Burpee to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.703911929,17.61093848,0.644164255
Holman Squat to Right-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.607125281,17.01126651,0.60855887
Holman Right Lunge Jump with Right Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.660049862,17.45056287,0.607490477
Holman Left Lunge Jump with Left Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.685772201,17.69659069,0.612150874
Holman Heavy Hip Drive,Strength,Quadriceps,Dumbbell,Intermediate,0.639571433,17.71915279,0.655980844
Holman Squat to Left-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.600579146,19.65834974,0.653617179
Holman Weighted Lunge Jump to Floor Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,0.638899469,17.68874118,0.651746479
Holman Alternating Weighted Lunge Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.572629132,18.11002678,0.640851197
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.613160649,17.95472317,0.625398146
Holman Weighted 180 Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,0.659613267,17.22557039,0.61564799
Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,0.682238175,16.97990319,0.591469996
Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.69069977,16.66541022,0.627214571
Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,0.573907623,18.63617809,0.587249401
Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate,0.613805218,19.33307281,0.679017325
Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.540986377,17.83915593,0.680166269
Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.605170454,17.69948982,0.635644832
Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate,0.61932055,20.00597081,0.648881322
Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate,0.617514243,17.71311256,0.679598173
Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,0.640731215,17.87895547,0.596238912
King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.634013749,16.70216515,0.657647508
3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.634955523,17.63328915,0.597301446
MetaBurn Dumbbell Burpee,Strength,Quadriceps,Dumbbell,Intermediate,0.714555506,17.22857906,0.666342271
Dumbbell jump squat with rotation,Strength,Quadriceps,Dumbbell,Intermediate,0.660555197,17.285532,0.649790518
MetaBurn Dumbbell Wide Squat to Rack,Strength,Quadriceps,Dumbbell,Intermediate,0.600245504,17.09712022,0.686900244
MetaBurn Reverse Lunge To High Pull,Strength,Quadriceps,Dumbbell,Intermediate,0.67605736,15.80871505,0.746583232
MetaBurn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Dumbbell,Intermediate,0.670551998,16.91235412,0.627323039
MetaBurn Squat to Triceps Extension,Strength,Quadriceps,Dumbbell,Intermediate,0.583121899,17.76793794,0.577244227
30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.651823326,17.91998655,0.650138674
30 Legs Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,0.624981375,18.64002876,0.634563283
Dumbbell step-down reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,0.617272557,16.74206609,0.593576748
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,0.548932898,18.0843366,0.61296972
Dumbbell front raise to lateral raise,Strength,Shoulders,Dumbbell,Intermediate,0.675147117,16.58888043,0.599534241
Single-arm palm-in dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.710328025,17.63100532,0.619745985
Standing palms-in shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.615070119,17.75146997,0.609723042
Seated Dumbbell Press,Strength,Shoulders,Dumbbell,Intermediate,0.5704855,15.95192512,0.759888249
Standing dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.605313253,16.18666243,0.670012963
Single-arm lateral raise,Strength,Shoulders,Dumbbell,Intermediate,0.593579138,17.74123888,0.684800971
Power Partials,Strength,Shoulders,Dumbbell,Beginner,0.797757401,14.78535026,0.467294264
Incline dumbbell reverse fly,Strength,Shoulders,Dumbbell,Intermediate,0.692347034,17.90250227,0.659826049
Overhead dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,0.607787519,17.13843151,0.643068891
Seated dumbbell shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.619065684,16.96780194,0.673178425
Alternating standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.598304457,17.3077749,0.636345697
Single-arm incline rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,0.576275089,17.24419662,0.612148308
Alternating dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,0.644785872,18.37834164,0.655783137
Alternating Deltoid Raise,Strength,Shoulders,Dumbbell,Intermediate,0.593432848,16.6404685,0.632292357
Single-dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,0.655150927,15.59375503,0.634985176
Arnold press,Strength,Shoulders,Dumbbell,Intermediate,0.5453169,17.76839645,0.643751781
Single-arm standing shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.557814315,19.17486272,0.656837088
Dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,0.632824624,19.20900691,0.642800871
Bent-over dumbbell rear delt row,Strength,Shoulders,Dumbbell,Intermediate,0.63612453,17.58935052,0.597310437
Incline dumbbell front raise,Strength,Shoulders,Dumbbell,Intermediate,0.633532856,16.02279118,0.628331397
Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,0.618015777,19.50563627,0.701286488
Dumbbell external shoulder rotation,Strength,Shoulders,Dumbbell,Intermediate,0.654105023,16.90027731,0.610476768
Single-arm incline lateral raise,Strength,Shoulders,Dumbbell,Intermediate,0.650687887,18.84736261,0.605560643
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,0.658805775,17.64300089,0.639202466
Dumbbell Raise,Strength,Shoulders,Dumbbell,Beginner,0.794617578,16.49651638,0.498442607
Seated Side Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,0.643722495,18.20879691,0.711514725
Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,0.6844373,17.71132962,0.614993665
Head-on-bench dumbbell rear delt raise,Strength,Shoulders,Dumbbell,Intermediate,0.571432749,16.50642943,0.654041337
Cuban press,Strength,Shoulders,Dumbbell,Intermediate,0.60891075,16.75679142,0.648411007
Reverse Flyes With External Rotation,Strength,Shoulders,Dumbbell,Beginner,0.862067298,14.58464697,0.441853484
Single-arm side lying rear fly,Strength,Shoulders,Dumbbell,Intermediate,0.688823842,18.330107,0.66546263
Single-arm dumbbell upright row,Strength,Shoulders,Dumbbell,Intermediate,0.597085711,18.30371197,0.65018591
Dumbbell Scaption,Strength,Shoulders,Dumbbell,Beginner,0.83267046,16.51443864,0.499583935
See-Saw Press (Alternating Side Press),Strength,Shoulders,Dumbbell,Beginner,0.742558999,16.73896452,0.525618806
Dumbbell Incline Shoulder Raise,Strength,Shoulders,Dumbbell,Beginner,0.774438324,17.64793604,0.451332753
Single-arm half-kneeling shoulder press,Strength,Shoulders,Dumbbell,Intermediate,0.630749587,17.43498105,0.592929415
Dumbbell Clean And Jerk,Strength,Shoulders,Dumbbell,Beginner,0.760485249,16.41317989,0.469834044
Dumbbell shoulder press with body rotation,Strength,Shoulders,Dumbbell,Intermediate,0.663361087,16.18547301,0.643099596
Dumbbell Fix Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,0.622230821,18.11305904,0.660122663
Dumbbell Fix Standing Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Intermediate,0.609069698,18.3962731,0.589999204
Dumbbell Fix Dumbbell Single-Arm Snatch,Strength,Shoulders,Dumbbell,Intermediate,0.606737752,19.12640935,0.608774041
